"Story","Title","Result","Date","Stability","Duration (s)"
"Como cliente de automationpractice",": Registro exitoso con los campos obligatorios.","ERROR","2022-03-28T12:11:07.5202492-05:00[America/Bogota]","0.0","42.03"
